transaction_id,merchant_reference,processor,payment_method,status,currency,captured_amount_minor,capture_date
DMO-SI-0233,DMO-MC-0233,SIAMLINK,e_wallet,AUTHORIZED,THB,,
DMO-ME-0234,DMO-MC-0234,MEKONGPAY,e_wallet,AUTHORIZED,VND,,
DMO-NU-0235,DMO-MC-0235,NUSAPAY,credit_card,AUTHORIZED,IDR,,
DMO-SI-0236,DMO-MC-0236,SIAMLINK,credit_card,AUTHORIZED,THB,,
DMO-ME-0237,DMO-MC-0237,MEKONGPAY,credit_card,CANCELLED,VND,,
DMO-NU-0238,DMO-MC-0238,NUSAPAY,bank_transfer,CANCELLED,IDR,,
DMO-SI-0239,DMO-MC-0239,SIAMLINK,bank_transfer,CANCELLED,THB,,
DMO-ME-0240,DMO-MC-0240,MEKONGPAY,bank_transfer,CANCELLED,VND,,
DMO-NU-0241,DMO-MC-0241,NUSAPAY,e_wallet,CANCELLED,IDR,,
DMO-SI-0242,DMO-MC-0242,SIAMLINK,e_wallet,CANCELLED,THB,,
DMO-ME-0243,DMO-MC-0243,MEKONGPAY,e_wallet,CANCELLED,VND,,
DMO-NU-0244,DMO-MC-0244,NUSAPAY,credit_card,CANCELLED,IDR,,
DMO-SI-0245,DMO-MC-0245,SIAMLINK,credit_card,CANCELLED,THB,,
DMO-ME-0246,DMO-MC-0246,MEKONGPAY,credit_card,CANCELLED,VND,,
DMO-NU-0247,DMO-MC-0247,NUSAPAY,bank_transfer,CANCELLED,IDR,,
DMO-SI-0248,DMO-MC-0248,SIAMLINK,bank_transfer,CANCELLED,THB,,
DMO-ME-0249,DMO-MC-0249,MEKONGPAY,bank_transfer,CANCELLED,VND,,
DMO-NU-0250,DMO-MC-0250,NUSAPAY,e_wallet,CANCELLED,IDR,,
DMO-SI-0251,DMO-MC-0251,SIAMLINK,e_wallet,CANCELLED,THB,,
DMO-ME-0252,DMO-MC-0252,MEKONGPAY,e_wallet,CANCELLED,VND,,
DMO-NU-0253,DMO-MC-0253,NUSAPAY,credit_card,CANCELLED,IDR,,
DMO-SI-0254,DMO-MC-0254,SIAMLINK,credit_card,CANCELLED,THB,,
DMO-ME-0255,DMO-MC-0255,MEKONGPAY,credit_card,CANCELLED,VND,,
DMO-NU-0256,DMO-MC-0256,NUSAPAY,bank_transfer,CANCELLED,IDR,,
DMO-SI-0257,DMO-MC-0257,SIAMLINK,bank_transfer,CANCELLED,THB,,
DMO-ME-0258,DMO-MC-0258,MEKONGPAY,bank_transfer,CANCELLED,VND,,
DMO-NU-0259,DMO-MC-0259,NUSAPAY,e_wallet,CANCELLED,IDR,,
DMO-SI-0260,DMO-MC-0260,SIAMLINK,e_wallet,CANCELLED,THB,,
DMO-ME-0261,DMO-MC-0261,MEKONGPAY,e_wallet,CANCELLED,VND,,
DMO-NU-0262,DMO-MC-0262,NUSAPAY,credit_card,CANCELLED,IDR,,
DMO-SI-0263,DMO-MC-0263,SIAMLINK,credit_card,CANCELLED,THB,,
DMO-ME-0264,DMO-MC-0264,MEKONGPAY,credit_card,CANCELLED,VND,,
DMO-NU-0265,DMO-MC-0265,NUSAPAY,bank_transfer,CANCELLED,IDR,,
DMO-SI-0266,DMO-MC-0266,SIAMLINK,bank_transfer,CANCELLED,THB,,
DMO-ME-0267,DMO-MC-0267,MEKONGPAY,bank_transfer,CANCELLED,VND,,
DMO-NU-0268,DMO-MC-0268,NUSAPAY,e_wallet,CANCELLED,IDR,,
DMO-SI-0269,DMO-MC-0269,SIAMLINK,e_wallet,CANCELLED,THB,,
DMO-ME-0270,DMO-MC-0270,MEKONGPAY,e_wallet,CANCELLED,VND,,
DMO-NU-0271,DMO-MC-0271,NUSAPAY,credit_card,CANCELLED,IDR,,
DMO-SI-0272,DMO-MC-0272,SIAMLINK,credit_card,CANCELLED,THB,,
DMO-ME-0273,DMO-MC-0273,MEKONGPAY,credit_card,CANCELLED,VND,,
DMO-NU-0274,DMO-MC-0274,NUSAPAY,bank_transfer,CANCELLED,IDR,,
DMO-SI-0275,DMO-MC-0275,SIAMLINK,bank_transfer,CANCELLED,THB,,
DMO-ME-0276,DMO-MC-0276,MEKONGPAY,bank_transfer,CANCELLED,VND,,
DMO-NU-0277,DMO-MC-0277,NUSAPAY,e_wallet,CANCELLED,IDR,,
DMO-SI-0278,DMO-MC-0278,SIAMLINK,e_wallet,CANCELLED,THB,,
DMO-ME-0279,DMO-MC-0279,MEKONGPAY,e_wallet,CANCELLED,VND,,
DMO-NU-0280,DMO-MC-0280,NUSAPAY,credit_card,CANCELLED,IDR,,
DMO-SI-0281,DMO-MC-0281,SIAMLINK,credit_card,CANCELLED,THB,,
DMO-ME-0282,DMO-MC-0282,MEKONGPAY,credit_card,CANCELLED,VND,,
DMO-NU-0283,DMO-MC-0283,NUSAPAY,bank_transfer,CANCELLED,IDR,,
DMO-SI-0284,DMO-MC-0284,SIAMLINK,bank_transfer,CANCELLED,THB,,
DMO-ME-0285,DMO-MC-0285,MEKONGPAY,bank_transfer,CANCELLED,VND,,
DMO-NU-0286,DMO-MC-0286,NUSAPAY,e_wallet,CANCELLED,IDR,,
DMO-SI-0287,DMO-MC-0287,SIAMLINK,e_wallet,CANCELLED,THB,,
DMO-ME-0288,DMO-MC-0288,MEKONGPAY,e_wallet,CANCELLED,VND,,
DMO-NU-0289,DMO-MC-0289,NUSAPAY,credit_card,CANCELLED,IDR,,
DMO-SI-0290,DMO-MC-0290,SIAMLINK,credit_card,CANCELLED,THB,,
DMO-ME-0291,DMO-MC-0291,MEKONGPAY,credit_card,CANCELLED,VND,,
DMO-NU-0292,DMO-MC-0292,NUSAPAY,bank_transfer,CANCELLED,IDR,,
DMO-SI-0293,DMO-MC-0293,SIAMLINK,bank_transfer,CANCELLED,THB,,
DMO-ME-0294,DMO-MC-0294,MEKONGPAY,bank_transfer,CANCELLED,VND,,
DMO-NU-0295,DMO-MC-0295,NUSAPAY,e_wallet,CANCELLED,IDR,,
DMO-SI-0296,DMO-MC-0296,SIAMLINK,e_wallet,CANCELLED,THB,,
DMO-NU-0297,DMO-MC-0297,NUSAPAY,credit_card,CAPTURED,IDR,47428271,2026-07-19T09:00:00.000Z
DMO-SI-0298,DMO-MC-0298,SIAMLINK,bank_transfer,CAPTURED,THB,395077,2026-07-16T09:00:00.000Z
DMO-ME-0299,DMO-MC-0299,MEKONGPAY,credit_card,CAPTURED,VND,16950207,2026-07-29T09:00:00.000Z
DMO-ME-0300,DMO-MC-0300,MEKONGPAY,credit_card,CAPTURED,VND,16950207,2026-07-28T09:00:00.000Z
